期別,開獎日,頭獎,獎金總額,獎號,特別號
110000052,110/05/28,0,"249,578,523","04,12,18,23,43,46",07
110000053,110/06/01,0,"266,301,134","01,02,09,26,35,41",46
110000054,110/06/04,0,"287,275,614","07,08,24,28,32,41",10
110000055,110/06/08,0,"304,405,066","04,06,26,36,38,47",43
110000056,110/06/11,0,"327,754,640","07,09,16,23,27,44",46
110000057,110/06/15,0,"348,273,411","09,11,23,34,41,45",49
110000058,110/06/18,0,"376,321,652","02,18,22,25,41,43",14
110000059,110/06/22,"364,220,907","393,248,628","14,17,27,43,45,48",41
110000060,110/06/25,0,"40,887,392","01,04,09,37,38,41",40
110000061,110/06/29,0,"56,721,969","01,23,25,30,38,45",14
110000062,110/07/02,0,"78,864,651","04,09,11,25,27,29",22
110000063,110/07/06,0,"92,907,358","13,19,25,32,42,44",02
110000064,110/07/09,0,"110,822,645","03,13,24,26,27,29",09
110000065,110/07/13,0,"124,740,354","09,14,17,23,33,48",04
110000066,110/07/16,0,"145,043,010","13,16,17,19,39,44",42
110000067,110/07/20,0,"169,313,630","01,08,32,41,44,49",23
110000068,110/07/23,0,"193,112,722","07,15,23,24,31,38",09
110000069,110/07/27,0,"213,976,666","03,28,30,42,43,46",15
110000070,110/07/30,0,"234,886,949","02,15,19,29,43,46",23
110000071,110/08/03,0,"261,613,366","17,27,30,38,42,44",24
110000072,110/08/06,0,"287,743,279","03,04,15,29,32,39",38
110000073,110/08/10,0,"325,619,782","01,03,16,17,24,25",46
110000074,110/08/13,0,"358,675,512","05,06,19,24,33,41",03
110000075,110/08/17,0,"403,997,951","02,11,29,33,41,44",40
110000076,110/08/20,0,"460,142,697","03,06,11,13,18,37",46
110000077,110/08/24,0,"540,088,355","01,05,17,36,40,41",38
110000078,110/08/27,"513,969,065","611,643,498","08,11,16,32,35,43",41
110000079,110/08/31,0,"57,108,212","07,14,23,43,47,49",48
110000080,110/09/03,0,"78,701,987","01,18,21,24,32,41",12
110000081,110/09/07,0,"124,454,776","04,20,26,27,45,48",37
110000082,110/09/10,0,"169,641,912","01,05,15,16,28,41",44
110000083,110/09/14,0,"208,671,137","09,13,18,22,40,41",49
110000084,110/09/17,0,"241,031,297","07,12,18,35,37,45",44
110000085,110/09/21,0,"294,488,053","02,13,16,28,31,34",21
110000086,110/09/24,"262,556,581","321,012,156","04,10,21,30,39,42",22
110000087,110/09/28,0,"77,193,738","23,24,27,36,47,49",40
110000088,110/10/01,0,"109,752,018","02,09,16,22,41,49",07
110000089,110/10/05,0,"129,961,485","01,03,11,23,46,47",45
110000090,110/10/08,0,"159,266,183","18,19,20,34,37,44",10
110000091,110/10/12,0,"187,200,066","01,06,14,26,28,31",30
110000092,110/10/15,"82,211,046","208,340,050","02,12,21,25,26,37",10
110000093,110/10/19,0,"50,573,880","20,21,26,35,39,47",16
110000094,110/10/22,0,"72,692,392","08,13,25,27,38,46",12
110000095,110/10/26,"100,000,000","127,369,810","14,18,21,26,47,49",30
110000096,110/10/29,"100,000,000","133,008,828","02,09,17,28,36,42",46
110000097,110/11/02,0,"52,668,453","01,12,17,21,37,43",47
110000098,110/11/05,0,"69,620,326","16,18,26,30,40,44",13
110000099,110/11/09,0,"90,158,010","09,14,20,26,39,42",05
110000100,110/11/12,0,"110,890,284","02,03,25,27,37,47",26
110000101,110/11/16,0,"132,117,841","06,23,34,41,43,44",38
110000102,110/11/19,0,"150,920,050","13,15,16,17,23,36",29
110000103,110/11/23,0,"171,876,198","06,07,13,32,33,37",42
110000104,110/11/26,0,"194,931,107","10,15,16,21,22,30",14
110000105,110/11/30,0,"220,513,113","09,10,26,31,40,49",08
110000106,110/12/03,"200,977,734","237,359,394","08,13,14,35,36,41",05
110000107,110/12/07,0,"51,357,947","19,21,30,43,44,48",08
110000108,110/12/10,0,"75,709,207","03,15,21,24,27,40",13
110000109,110/12/14,0,"92,745,552","07,14,21,27,30,36",43
110000110,110/12/17,0,"112,456,569","02,11,30,35,37,40",13
110000111,110/12/21,0,"130,894,780","04,05,27,31,44,48",33
110000112,110/12/24,0,"155,177,034","02,07,11,19,27,44",22
110000113,110/12/28,0,"174,969,044","01,02,08,11,21,45",16
110000114,110/12/31,0,"197,734,931","05,09,14,28,34,37",35
