期別,開獎日,頭獎,獎金總額,獎號,特別號
112000057,112/06/06,0,"195,420,661","08,13,27,30,41,43",18
112000058,112/06/09,0,"238,493,032","30,32,36,38,46,49",26
112000059,112/06/13,"53,759,000","279,581,409","01,06,08,09,10,21",02
112000060,112/06/16,0,"75,189,716","02,21,22,30,33,41",42
112000061,112/06/20,0,"109,986,819","05,15,32,34,37,41",11
112000062,112/06/23,"100,000,000","151,644,852","04,08,23,31,42,49",16
112000063,112/06/27,0,"67,942,364","13,24,30,37,43,44",04
112000064,112/06/30,0,"91,287,466","06,22,26,29,32,43",38
112000065,112/07/04,0,"118,931,634","06,12,15,16,24,41",21
112000066,112/07/07,0,"144,170,639","03,06,15,21,24,33",14
112000067,112/07/11,0,"164,731,088","10,21,26,34,48,49",39
112000068,112/07/14,0,"202,431,544","10,15,17,33,34,45",36
112000069,112/07/18,0,"216,493,847","04,05,16,19,34,40",10
112000070,112/07/21,0,"241,811,698","03,15,35,39,41,49",38
112000071,112/07/25,0,"271,180,716","12,17,28,33,40,45",39
112000072,112/07/28,0,"291,308,484","01,03,22,25,34,44",32
112000073,112/08/01,0,"326,272,436","11,26,37,38,40,41",28
112000074,112/08/04,"316,099,412","361,900,071","06,10,21,34,38,41",47
112000075,112/08/08,0,"55,477,273","11,26,28,30,41,45",22
112000076,112/08/11,0,"70,470,246","08,27,34,38,39,47",30
112000077,112/08/15,0,"94,121,733","10,22,26,30,34,43",41
112000078,112/08/18,"100,000,000","127,903,214","13,19,21,24,41,45",44
112000079,112/08/22,0,"52,978,019","02,19,26,34,43,46",31
112000080,112/08/25,0,"76,702,890","02,10,20,31,33,46",24
112000081,112/08/29,0,"99,439,949","06,07,10,22,41,42",31
112000082,112/09/01,0,"120,637,672","01,19,26,34,45,49",37
112000083,112/09/05,0,"139,289,988","12,14,32,34,40,48",39
112000084,112/09/08,0,"167,812,258","14,20,23,33,34,40",24
112000085,112/09/12,0,"220,160,277","21,22,26,33,34,35",46
112000086,112/09/15,0,"247,449,947","12,16,19,30,37,39",14
112000087,112/09/19,0,"292,330,791","03,16,24,35,37,41",27
112000088,112/09/22,"272,890,685","333,285,133","02,13,32,36,38,43",34
112000089,112/09/26,0,"80,983,252","09,14,26,37,38,39",08
112000090,112/09/29,0,"116,995,686","06,09,18,35,38,48",25
112000091,112/10/03,0,"135,083,788","03,22,29,31,40,44",48
112000092,112/10/06,0,"159,438,037","06,16,21,27,30,49",26
112000093,112/10/10,0,"190,724,008","03,08,17,33,34,48",11
112000094,112/10/13,0,"220,068,555","01,09,13,14,28,30",31
112000095,112/10/17,"195,473,611","241,773,849","05,12,13,20,24,34",27
112000096,112/10/20,0,"67,245,500","32,37,38,39,40,44",24
112000097,112/10/24,0,"81,985,962","07,29,34,41,43,49",22
112000098,112/10/27,0,"100,945,438","06,15,22,27,28,31",24
112000099,112/10/31,0,"120,224,865","02,10,18,36,42,47",24
112000100,112/11/03,0,"139,604,628","08,20,24,28,40,48",03
112000101,112/11/07,0,"162,423,671","07,08,21,41,44,47",13
112000102,112/11/10,0,"189,522,338","02,04,06,08,11,31",26
112000103,112/11/14,0,"234,234,916","06,12,15,30,38,43",41
112000104,112/11/17,0,"272,371,458","15,30,31,34,40,45",47
112000105,112/11/21,0,"318,677,099","16,21,26,30,37,47",31
112000106,112/11/24,0,"355,558,786","09,16,20,42,43,48",02
112000107,112/11/28,"340,681,764","400,292,051","12,18,23,27,33,44",39
112000108,112/12/01,0,"69,545,280","04,15,18,23,40,47",42
112000109,112/12/05,"100,000,000","139,956,934","10,14,30,38,42,48",37
112000110,112/12/08,"100,000,000","148,620,012","05,08,22,27,28,29",16
112000111,112/12/12,0,"70,686,112","06,20,30,33,38,46",16
112000112,2023/12/15,"100,000,000","153,011,317","01,09,22,28,33,39",07
112000113,2023/12/19,0,"53,872,504","14,18,20,26,38,48",02
112000114,2023/12/22,0,"73,464,301","08,09,20,34,35,49",40
112000115,2023/12/26,0,"100,180,359","08,19,28,29,30,46",10
112000116,2023/12/29,"50,000,000","157,123,299","01,11,23,31,39,46",17
