期別,開獎日,頭獎,獎金總額,獎號,特別號
105000030,105/03/22,"106,842,386","256,922,374","07,11,16,20,30,33",06
105000031,105/03/25,0,"44,467,390","07,11,22,37,40,41",20
105000032,105/03/29,0,"68,269,050","01,17,18,34,46,47",25
105000033,105/04/01,0,"92,485,681","08,12,16,29,37,39",40
105000034,105/04/05,"100,000,000","129,726,565","14,23,26,32,38,43",03
105000035,105/04/08,0,"50,713,327","02,07,13,30,36,45",43
105000036,105/04/12,0,"72,070,852","11,14,19,39,45,49",23
105000037,105/04/15,"100,000,000","133,063,661","09,13,17,28,45,47",03
105000038,105/04/19,0,"48,986,080","12,21,39,41,46,47",14
105000039,105/04/22,0,"71,805,755","12,19,23,33,46,48",29
105000040,105/04/26,0,"89,454,537","06,12,21,25,34,43",28
105000041,105/04/29,"100,000,000","131,264,939","08,14,27,31,36,40",03
105000042,105/05/03,0,"46,899,765","01,07,17,40,41,43",33
105000043,105/05/06,0,"69,200,332","01,26,37,39,42,48",41
105000044,105/05/10,0,"90,270,795","03,04,08,22,36,38",07
105000045,105/05/13,0,"103,962,366","03,10,22,31,35,38",37
105000046,105/05/17,0,"124,642,635","02,03,20,23,34,42",40
105000047,105/05/20,0,"145,830,157","05,10,25,30,40,43",26
105000048,105/05/24,"130,779,518","161,800,184","06,08,13,21,33,39",45
105000049,105/05/27,0,"46,273,864","02,09,13,16,24,39",41
105000050,105/05/31,0,"62,352,701","01,02,05,32,45,46",43
105000051,105/06/03,0,"83,002,475","03,10,27,33,41,44",07
105000052,105/06/07,0,"129,278,753","05,08,23,31,39,44",19
105000053,105/06/10,0,"169,144,369","04,13,15,22,23,48",03
105000054,105/06/14,0,"181,781,727","12,13,16,33,35,37",18
105000055,105/06/17,"170,123,753","216,441,691","07,10,17,20,21,31",49
105000056,105/06/21,0,"48,870,124","02,27,34,35,36,49",26
105000057,105/06/24,0,"65,526,768","14,17,27,28,39,41",18
105000058,105/06/28,0,"83,677,088","07,08,25,39,45,46",38
105000059,105/07/01,0,"100,703,497","08,20,24,34,41,43",32
105000060,105/07/05,0,"121,407,315","06,09,15,17,40,47",24
105000061,105/07/08,0,"132,848,889","09,10,13,19,23,35",38
105000062,105/07/12,0,"151,879,481","25,31,34,42,43,46",05
105000063,105/07/15,0,"175,442,258","24,25,29,33,35,38",49
105000064,105/07/19,0,"193,957,335","07,13,33,40,45,46",39
105000065,105/07/22,0,"216,141,278","02,10,17,27,33,49",15
105000066,105/07/26,0,"239,899,326","09,15,19,22,35,41",37
105000067,105/07/29,0,"260,310,379","09,15,27,28,30,41",13
105000068,105/08/02,0,"284,598,110","04,15,20,22,28,29",01
105000069,105/08/05,"271,720,432","306,863,197","01,02,22,27,35,40",33
105000070,105/08/09,0,"43,825,375","15,17,30,35,37,45",41
105000071,105/08/12,0,"63,050,329","08,20,33,35,42,43",10
105000072,105/08/16,0,"80,893,258","05,14,15,20,27,29",35
105000073,105/08/19,0,"99,667,565","05,19,26,44,46,48",36
105000074,105/08/23,0,"118,936,723","25,26,37,38,44,48",31
105000075,105/08/26,0,"133,222,219","09,28,34,41,42,49",06
105000076,105/08/30,0,"152,399,202","01,11,18,27,36,46",26
105000077,105/09/02,0,"171,519,478","09,11,20,21,45,46",42
105000078,105/09/06,0,"194,712,751","04,07,20,23,28,45",35
105000079,105/09/09,0,"212,027,902","01,12,35,36,41,44",21
105000080,105/09/13,0,"377,952,509","03,16,22,33,40,41",39
105000081,105/09/16,0,"513,106,290","17,23,30,31,34,49",36
105000082,105/09/20,0,"541,820,052","04,07,17,22,44,45",32
105000083,105/09/23,0,"607,994,033","01,02,29,31,33,43",40
105000084,105/09/27,0,"607,564,084","14,15,16,35,46,48",02
105000085,105/09/30,0,"661,433,520","04,10,31,38,40,48",05
105000086,105/10/04,0,"737,629,000","11,23,30,35,40,44",07
105000087,105/10/07,0,"826,004,341","10,16,30,33,37,42",43
105000088,105/10/11,"397,533,937","910,534,380","02,08,13,14,37,39",38
105000089,105/10/14,0,"67,742,537","10,23,29,30,44,47",07
105000090,105/10/18,0,"84,280,544","14,15,16,24,44,47",21
105000091,105/10/21,0,"120,219,889","02,08,21,32,33,37",15
105000092,105/10/25,0,"126,266,137","05,15,25,27,33,34",43
105000093,105/10/28,"116,077,893","145,882,948","01,10,13,33,37,38",40
105000094,105/11/01,0,"47,713,460","10,11,15,20,31,49",44
105000095,105/11/04,0,"68,429,613","02,03,17,28,38,49",21
105000096,105/11/08,0,"83,347,010","03,06,11,17,22,49",44
105000097,105/11/11,"100,000,000","133,778,917","02,07,08,22,28,32",20
105000098,105/11/15,0,"48,593,847","07,08,25,33,41,43",06
105000099,105/11/18,"100,000,000","130,923,116","06,18,24,25,26,34",19
105000100,105/11/22,0,"46,936,452","01,21,24,25,34,44",19
105000101,105/11/25,0,"71,155,337","01,03,22,28,37,42",10
105000102,105/11/29,0,"84,984,275","03,21,26,28,38,40",42
105000103,105/12/02,"100,000,000","129,323,235","05,25,26,34,40,49",47
105000104,105/12/06,0,"53,050,991","27,30,32,41,44,46",42
105000105,105/12/09,0,"77,678,966","12,28,38,42,44,49",02
105000106,105/12/13,0,"99,939,204","19,29,33,36,39,49",06
105000107,105/12/16,0,"120,841,826","11,19,25,34,36,42",08
105000108,105/12/20,0,"131,926,409","01,29,35,36,44,46",06
105000109,105/12/23,0,"155,666,608","08,23,28,38,41,42",30
105000110,105/12/27,0,"175,103,583","10,25,26,29,31,40",02
105000111,105/12/30,0,"200,755,882","06,07,35,37,38,47",12
