期別,開獎日,頭獎,獎金總額,獎號,特別號
107000046,107/05/25,0,"826,397,803","01,06,22,24,32,42",16
107000047,107/05/29,"802,766,169","909,005,336","11,14,20,26,37,41",02
107000048,107/06/01,0,"46,386,312","16,26,28,33,42,49",20
107000049,107/06/05,0,"67,344,363","02,17,22,25,26,41",16
107000050,107/06/08,0,"88,800,741","02,09,17,31,32,40",47
107000051,107/06/12,0,"109,933,046","02,03,14,15,35,37",29
107000052,107/06/15,"113,925,008","160,693,447","16,25,28,30,44,46",27
107000053,107/06/19,0,"84,386,988","08,09,28,34,37,42",15
107000054,107/06/22,0,"109,857,630","06,07,11,25,26,30",31
107000055,107/06/26,"100,000,000","149,047,457","05,09,11,23,37,44",24
107000056,107/06/29,0,"48,298,264","04,13,27,30,37,41",20
107000057,107/07/03,0,"67,040,282","09,11,20,31,34,44",10
107000058,107/07/06,0,"86,362,238","02,03,21,28,32,47",27
107000059,107/07/10,0,"103,922,900","09,11,21,24,39,43",07
107000060,107/07/13,0,"122,462,359","02,14,21,31,42,46",04
107000061,107/07/17,0,"144,243,630","11,20,26,34,41,43",09
107000062,107/07/20,0,"161,301,076","09,12,13,24,39,45",38
107000063,107/07/24,0,"181,804,858","24,25,29,32,42,49",12
107000064,107/07/27,0,"203,685,316","05,12,17,19,35,48",09
107000065,107/07/31,0,"223,933,691","15,20,22,31,35,37",14
107000066,107/08/03,0,"248,900,996","04,06,30,35,40,43",13
107000067,107/08/07,0,"278,780,506","12,13,19,25,30,46",05
107000068,107/08/10,0,"303,001,347","05,07,16,18,36,48",37
107000069,107/08/14,0,"324,706,366","15,16,17,25,34,49",05
107000070,107/08/17,0,"357,922,511","03,14,19,21,35,48",13
107000071,107/08/21,0,"388,035,748","08,12,17,28,31,34",01
107000072,107/08/24,0,"405,935,489","03,07,09,31,39,45",35
107000073,107/08/28,0,"437,394,607","08,10,11,39,42,44",27
107000074,107/08/31,"422,503,574","472,719,077","12,15,34,37,43,46",38
107000075,107/09/04,"100,000,000","128,992,278","04,06,10,15,42,49",12
107000076,107/09/07,0,"45,379,656","02,08,14,21,37,44",49
107000077,107/09/11,0,"90,207,818","14,16,18,23,25,44",41
107000078,107/09/14,0,"126,845,547","19,29,36,37,45,46",18
107000079,107/09/18,0,"161,322,367","11,23,34,36,41,45",43
107000080,107/09/21,"147,051,016","200,756,049","03,05,10,11,29,45",25
107000081,107/09/25,0,"73,639,160","19,25,27,39,40,46",06
107000082,107/09/28,0,"90,831,439","01,02,07,20,27,37",19
107000083,107/10/02,"100,000,000","134,551,497","02,08,16,33,42,47",14
107000084,107/10/05,0,"52,224,154","03,09,10,42,44,47",05
107000085,107/10/09,0,"67,287,335","08,13,16,23,35,41",21
107000086,107/10/12,0,"85,625,959","04,06,07,12,20,21",29
107000087,107/10/16,0,"98,790,778","01,24,39,40,46,49",33
107000088,107/10/19,0,"122,430,936","07,18,20,32,42,49",24
107000089,107/10/23,"113,819,591","145,999,970","06,09,13,20,42,43",21
107000090,107/10/26,0,"47,277,468","08,10,23,33,41,46",48
107000091,107/10/30,0,"65,705,307","03,09,28,32,39,47",07
107000092,107/11/02,0,"81,408,456","05,16,18,32,41,47",02
107000093,107/11/06,0,"107,592,677","02,05,26,29,38,39",07
107000094,107/11/09,0,"124,506,087","04,12,14,15,22,48",28
107000095,107/11/13,0,"142,203,935","07,21,35,36,42,43",10
107000096,107/11/16,0,"163,660,470","07,11,23,30,38,49",45
107000097,107/11/20,0,"184,215,597","04,31,34,36,40,44",20
107000098,107/11/23,0,"198,840,873","07,20,21,34,37,43",05
107000099,107/11/27,0,"220,702,402","27,33,36,41,43,44",31
107000100,107/11/30,0,"246,152,028","05,14,20,27,29,45",07
107000101,107/12/04,0,"269,848,053","03,06,12,16,17,20",14
107000102,107/12/07,0,"292,130,934","11,20,29,33,34,36",18
107000103,107/12/11,0,"321,144,101","07,12,15,21,27,47",48
107000104,107/12/14,0,"347,260,329","06,09,14,19,38,49",20
107000105,107/12/18,"326,381,297","376,983,672","05,08,11,15,33,37",03
107000106,107/12/21,0,"50,370,236","05,19,21,34,41,49",42
107000107,107/12/25,0,"73,573,277","07,26,27,28,30,32",44
107000108,107/12/28,0,"95,591,769","07,11,19,23,35,44",33
