期別,開獎日,頭獎,獎金總額,獎號,特別號
108000054,108/06/11,0,"197,458,758","06,31,32,39,40,42",28
108000055,108/06/14,0,"229,977,000","06,10,12,22,24,37",03
108000056,108/06/18,0,"250,197,274","05,16,27,29,33,45",28
108000057,108/06/21,0,"285,330,700","07,12,26,30,31,32",13
108000058,108/06/25,0,"297,895,734","08,20,31,36,38,45",33
108000059,108/06/28,0,"329,456,969","09,13,15,26,31,33",10
108000060,108/07/02,0,"357,040,462","02,04,11,33,39,42",19
108000061,108/07/05,0,"383,812,948","11,17,32,33,38,46",15
108000062,108/07/09,0,"419,921,165","11,17,20,34,37,41",06
108000063,108/07/12,"406,785,516","459,611,641","12,14,18,19,37,47",30
108000064,108/07/16,0,"47,433,120","15,30,31,37,39,48",08
108000065,108/07/19,0,"66,263,154","12,17,26,33,35,39",10
108000066,108/07/23,0,"85,839,068","12,14,35,37,42,47",06
108000067,108/07/26,"100,000,000","128,368,077","04,11,36,40,41,48",49
108000068,108/07/30,0,"47,794,602","04,12,21,24,33,35",42
108000069,108/08/02,0,"65,075,686","05,34,42,46,48,49",14
108000070,108/08/06,0,"89,447,166","01,10,20,37,38,49",31
108000071,108/08/09,0,"104,688,918","04,13,18,26,41,48",33
108000072,108/08/13,0,"131,774,716","05,21,25,32,36,41",33
108000073,108/08/16,0,"150,036,455","07,08,31,33,41,45",39
108000074,108/08/20,0,"171,662,877","01,16,19,27,35,42",41
108000075,108/08/23,0,"194,219,887","05,17,19,21,42,43",16
108000076,108/08/27,0,"217,574,792","01,04,08,10,45,47",41
108000077,108/08/30,0,"240,545,324","06,26,35,42,44,48",07
108000078,108/09/03,0,"291,233,760","11,13,25,32,33,48",31
108000079,108/09/06,0,"332,770,540","02,14,19,20,26,43",23
108000080,108/09/10,0,"377,676,107","03,12,17,20,29,38",47
108000081,108/09/13,0,"427,089,282","02,07,15,27,37,39",43
108000082,108/09/17,0,"458,002,085","12,18,29,40,41,48",24
108000083,108/09/20,0,"490,224,493","08,17,23,24,31,34",25
108000084,108/09/24,0,"526,138,534","02,16,18,20,22,39",21
108000085,108/09/27,0,"569,737,698","10,21,25,26,35,37",04
108000086,108/10/01,0,"605,859,664","02,09,12,15,20,49",40
108000087,108/10/04,0,"661,936,313","10,21,23,33,42,48",41
108000088,108/10/08,0,"700,010,931","07,13,18,21,26,34",08
108000089,108/10/11,0,"735,973,938","07,12,17,21,30,37",49
108000090,108/10/15,0,"791,991,756","13,21,28,35,37,38",33
108000091,108/10/18,"772,753,536","852,777,990","03,23,32,36,39,40",49
108000092,108/10/22,"100,000,000","129,590,329","06,17,22,23,32,42",13
108000093,108/10/25,"100,000,000","131,889,092","03,08,14,16,26,36",41
108000094,108/10/29,0,"49,924,560","03,10,12,22,36,41",18
108000095,108/11/01,0,"69,530,535","12,15,23,33,41,42",11
108000096,108/11/05,0,"91,183,677","09,13,22,37,40,42",26
108000097,108/11/08,0,"114,190,877","01,03,09,26,40,47",15
108000098,108/11/12,0,"139,204,693","01,19,25,27,31,40",12
108000099,108/11/15,0,"155,240,722","03,06,11,16,26,44",31
108000100,108/11/19,0,"175,501,880","05,15,30,35,38,47",18
108000101,108/11/22,0,"200,702,583","03,18,23,24,26,49",32
108000102,108/11/26,0,"223,598,401","08,10,15,19,36,45",37
108000103,108/11/29,0,"247,497,991","10,21,24,30,35,45",22
108000104,108/12/03,0,"278,576,376","05,09,11,15,36,45",27
108000105,108/12/06,"256,401,669","294,561,440","16,18,22,23,24,41",39
108000106,108/12/10,0,"52,868,592","03,08,18,19,41,48",36
108000107,108/12/13,0,"74,869,429","07,12,26,31,37,49",17
108000108,108/12/17,0,"92,458,857","09,21,27,31,38,49",03
108000109,108/12/20,0,"109,800,193","16,21,22,28,32,46",24
108000110,108/12/24,0,"134,676,379","09,18,31,45,48,49",22
108000111,108/12/27,0,"158,898,495","17,18,25,32,43,45",05
108000112,108/12/31,0,"188,928,576","10,14,26,38,39,47",08
